Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2020-06-30,283.97308349609375,285.6675903215087,279.792153347328,279.9486930198918,113394800
2020-07-01,285.9621887207031,287.2238644355757,284.62688035991766,285.087337333443,72396500
2020-07-02,287.537109375,290.73268342432607,286.8740498917253,289.38812818341444,69344200
2020-07-06,291.97576904296875,292.55594935283244,290.6036161923204,291.34955427526955,61713800
2020-07-07,288.96435546875,292.408564378623,288.58677740634266,290.43782329412807,82910000
2020-07-08,291.17462158203125,291.2851267804882,287.9698584105039,289.728779659392,54638600
2020-07-09,289.5169677734375,292.0218551502653,286.1095744969354,291.78240850045916,83354200
2020-07-10,292.4731140136719,292.74018697945144,288.02511114921197,289.45251680342045,57550400
2020-07-13,289.9406433105469,297.1882340667077,289.2868020526864,294.81228763297554,102997500
2020-07-14,293.6978759765625,294.4714402869831,287.3251393658656,288.5223162049318,93657000
2020-07-15,296.3962097167969,297.4920997478603,294.02023559241456,296.9119193662305,87196500
2020-07-16,295.41998291015625,295.8712217355854,293.8544180117162,294.49906899438264,54622500
2020-07-17,296.2764892578125,297.0592718738817,294.4530691984586,296.42383888823116,62774900
2020-07-20,298.6708984375,299.4168366870497,295.26350467471246,296.0094429242622,56308800
2020-07-21,299.30633544921875,301.0744749886083,298.32095050262376,300.63245415579655,57292200
2020-07-22,301.010009765625,301.32314533336705,298.83666568694713,298.9471708971752,57792900
2020-07-23,297.4184265136719,301.3507479273714,296.05549155599056,300.65084417889534,75738000
2020-07-24,295.5028991699219,296.52510025578465,294.001804800679,295.56736989715625,73766600
2020-07-27,297.6579284667969,297.8329044364121,295.40167713485863,296.1936780663919,48293000
2020-07-28,295.7699890136719,298.0446479275418,295.4752897615271,296.9303216498821,57495000
2020-07-29,299.40771484375,299.9694872974312,296.60812692172,296.64497137050563,48454200
2020-07-30,298.3393249511719,298.7537475391664,294.36099738513786,296.4422441472383,61861700
2020-07-31,300.69683837890625,300.7981535361253,295.9172923240878,300.1258761780566,84986800
2020-08-03,302.78741455078125,303.55176103880365,301.81124766050027,302.35458371421714,53077900
2020-08-04,303.9569091796875,303.9569091796875,301.9308868941844,301.9308868941844,41917900
2020-08-05,305.8447570800781,306.1026399985558,304.988313743364,305.2553866917395,42697700
2020-08-06,307.8891906738281,308.00891400036295,304.9422824929676,305.2646080403921,43679400
